archetype_id,archetype_name,jurisdiction,regime,startYear,endYear,alignment
059,Public-Minded Moderate,Japan,Abe/Modern Japan,2012,2026,1.322
059,Public-Minded Moderate,India,Aurangzeb / Orthodox Turn,1658,1707,-1.830
059,Public-Minded Moderate,India,Late Mughal / Early Company India,1776,1788,-1.941
059,Public-Minded Moderate,India,Late Mughal/EIC,1789,1857,-0.495
059,Public-Minded Moderate,India,British Raj,1858,1919,-0.844
059,Public-Minded Moderate,India,Nationalist Movement,1920,1946,1.039
059,Public-Minded Moderate,India,Nehruvian India,1947,1964,1.539
059,Public-Minded Moderate,India,Congress Dominance,1965,1976,0.496
059,Public-Minded Moderate,India,Coalition Era,1977,1998,1.351
059,Public-Minded Moderate,India,BJP/Shining India,1999,2013,1.111
059,Public-Minded Moderate,India,Modi Era,2014,2026,-1.235
059,Public-Minded Moderate,Korea,Joseon under King Jeongjo,1776,1788,-0.657
059,Public-Minded Moderate,Korea,Joseon Late,1789,1875,-0.657
059,Public-Minded Moderate,Korea,Opening/Colonial,1876,1945,-2.104
059,Public-Minded Moderate,South Korea,Korean War/Division,1946,1960,-0.781
059,Public-Minded Moderate,South Korea,Park/Military,1961,1979,-1.145
059,Public-Minded Moderate,South Korea,Transition,1980,1992,1.151
059,Public-Minded Moderate,South Korea,Democratic Consolidation,1993,2007,2.079
059,Public-Minded Moderate,South Korea,Polarized Democracy,2008,2026,1.491
059,Public-Minded Moderate,Indonesia,Dutch East Indies,1789,1941,-2.010
059,Public-Minded Moderate,Indonesia,Japanese Occupation/Revolution,1942,1949,-1.153
059,Public-Minded Moderate,Indonesia,Guided Democracy/Sukarno,1950,1965,0.248
059,Public-Minded Moderate,Indonesia,New Order/Suharto,1966,1998,-0.696
059,Public-Minded Moderate,Indonesia,Reformasi,1999,2013,1.491
059,Public-Minded Moderate,Indonesia,Jokowi/Modern,2014,2026,1.283
059,Public-Minded Moderate,Philippines,Spanish Philippines,1789,1898,-1.555
059,Public-Minded Moderate,Philippines,American Period,1899,1945,1.058
059,Public-Minded Moderate,Philippines,Independence/Democratic,1946,1971,1.216
059,Public-Minded Moderate,Philippines,Marcos,1972,1985,-1.817
059,Public-Minded Moderate,Philippines,People Power/Democracy,1986,2015,1.469
059,Public-Minded Moderate,Philippines,Duterte/Modern,2016,2026,-1.429
059,Public-Minded Moderate,Thailand,Thonburi Kingdom of Taksin / Early Chakri,1776,1788,-1.349
059,Public-Minded Moderate,Thailand,Late Ayutthaya/Early Chakri,1789,1850,-0.578
059,Public-Minded Moderate,Thailand,Chulalongkorn/Reform,1851,1932,1.022
059,Public-Minded Moderate,Thailand,Constitutional Revolution,1932,1957,0.162
059,Public-Minded Moderate,Thailand,Military/Development,1958,1972,-1.049
059,Public-Minded Moderate,Thailand,Democracy Oscillation,1973,1991,1.235
059,Public-Minded Moderate,Thailand,Thaksin/Yellow-Red,1992,2013,0.293
059,Public-Minded Moderate,Thailand,Junta/Modern,2014,2026,-0.808
059,Public-Minded Moderate,Vietnam,Late Lê / Trịnh-Nguyễn Division / Tây Sơn,1776,1788,-1.506
059,Public-Minded Moderate,Vietnam,Late Lê/Nguyễn,1789,1858,-0.734
059,Public-Minded Moderate,Vietnam,French Indochina,1859,1945,-1.959
059,Public-Minded Moderate,Vietnam,Independence War,1946,1954,-1.309
059,Public-Minded Moderate,Vietnam,Vietnam War,1955,1975,-1.561
059,Public-Minded Moderate,Vietnam,Socialist Republic,1976,1985,-1.213
059,Public-Minded Moderate,Vietnam,Đổi Mới,1986,2026,0.496
059,Public-Minded Moderate,Iran,Late Zand Dynasty,1776,1788,1.111
059,Public-Minded Moderate,Iran,Qajar Early,1789,1848,-0.915
059,Public-Minded Moderate,Iran,Qajar Late/Constitutional,1849,1924,0.626
059,Public-Minded Moderate,Iran,Pahlavi Early,1925,1952,-0.378
059,Public-Minded Moderate,Iran,Mossadegh/Shah,1953,1963,-0.103
059,Public-Minded Moderate,Iran,Pahlavi Peak,1964,1978,-0.290
059,Public-Minded Moderate,Iran,Islamic Revolution,1979,1988,-1.671
059,Public-Minded Moderate,Iran,Islamic Republic,1989,2026,-1.049
059,Public-Minded Moderate,Pakistan,Independence/Early,1947,1958,0.547
059,Public-Minded Moderate,Pakistan,Ayub/Military,1959,1971,-1.145
059,Public-Minded Moderate,Pakistan,Bhutto/Zia,1972,1988,-1.349
059,Public-Minded Moderate,Pakistan,Democratic Oscillation,1989,2007,0.119
059,Public-Minded Moderate,Pakistan,Modern Pakistan,2008,2026,0.119
059,Public-Minded Moderate,Egypt,Mamluk Beys under Ottoman Suzerainty,1776,1788,-1.235
059,Public-Minded Moderate,Egypt,Muhammad Ali Dynasty,1789,1848,-0.844
059,Public-Minded Moderate,Egypt,Khedivate/British,1849,1913,-0.808
059,Public-Minded Moderate,Egypt,Liberal/Monarchy,1914,1951,1.151
059,Public-Minded Moderate,Egypt,Nasser,1952,1970,-1.090
059,Public-Minded Moderate,Egypt,Sadat,1971,1981,0.663
059,Public-Minded Moderate,Egypt,Mubarak,1982,2010,-0.949
059,Public-Minded Moderate,Egypt,Arab Spring/Morsi,2011,2013,0.764
059,Public-Minded Moderate,Egypt,Sisi,2014,2026,-1.455
059,Public-Minded Moderate,South Africa,Cape Colony/Early,1789,1869,-1.887
059,Public-Minded Moderate,South Africa,Mineral Revolution/Union,1870,1913,-1.887
059,Public-Minded Moderate,South Africa,Segregation Era,1914,1947,-1.993
059,Public-Minded Moderate,South Africa,Apartheid,1948,1989,-2.147
059,Public-Minded Moderate,South Africa,Transition,1990,1994,1.611
059,Public-Minded Moderate,South Africa,Mandela/Mbeki,1995,2007,1.611
059,Public-Minded Moderate,South Africa,Zuma/Crisis,2008,2026,0.626
059,Public-Minded Moderate,Nigeria,Colonial Nigeria,1789,1913,-2.010
059,Public-Minded Moderate,Nigeria,British Colony,1914,1959,0.008
059,Public-Minded Moderate,Nigeria,First Republic/Biafra,1960,1969,-0.290
059,Public-Minded Moderate,Nigeria,Military Era,1970,1998,-1.693
059,Public-Minded Moderate,Nigeria,Fourth Republic,1999,2014,1.001
059,Public-Minded Moderate,Nigeria,Buhari/Modern,2015,2026,0.781
059,Public-Minded Moderate,Saudi Arabia,First Saudi State / Diriyah Emirate,1776,1788,-2.147
059,Public-Minded Moderate,Saudi Arabia,Pre-Saudi/First State,1789,1818,-1.837
059,Public-Minded Moderate,Saudi Arabia,Second Saudi State/Interregnum,1819,1901,-1.113
059,Public-Minded Moderate,Saudi Arabia,Ibn Saud/Unification,1902,1952,-1.403
059,Public-Minded Moderate,Saudi Arabia,Oil Kingdom,1953,2014,-1.017
059,Public-Minded Moderate,Saudi Arabia,MBS/Vision 2030,2015,2026,-1.145
059,Public-Minded Moderate,Iraq,Ottoman Iraq,1789,1917,-0.915
059,Public-Minded Moderate,Iraq,British Mandate/Monarchy,1918,1957,1.001
059,Public-Minded Moderate,Iraq,Revolution/Baath,1958,1968,-0.818
059,Public-Minded Moderate,Iraq,Saddam Hussein,1969,2002,-2.241
059,Public-Minded Moderate,Iraq,US Occupation,2003,2010,0.128
059,Public-Minded Moderate,Iraq,Maliki/ISIS,2011,2017,-1.403
059,Public-Minded Moderate,Iraq,Post-ISIS Iraq,2018,2026,0.889
059,Public-Minded Moderate,Israel,Yishuv/Mandate,1920,1947,0.702
059,Public-Minded Moderate,Israel,Labor Zionism,1948,1977,0.235
059,Public-Minded Moderate,Israel,Likud/Begin,1978,1992,-0.578
059,Public-Minded Moderate,Israel,Oslo/Peace Process,1993,2000,1.991
059,Public-Minded Moderate,Israel,Netanyahu/Right Turn,2001,2026,-1.455
059,Public-Minded Moderate,Algeria,Ottoman/French Conquest,1789,1847,-1.481
059,Public-Minded Moderate,Algeria,French Algeria,1848,1953,-2.147
059,Public-Minded Moderate,Algeria,War of Independence,1954,1962,-1.100
059,Public-Minded Moderate,Algeria,FLN State,1963,1988,-0.422
059,Public-Minded Moderate,Algeria,Civil War/Bouteflika,1989,2026,0.256
059,Public-Minded Moderate,Ethiopia,Zemene Mesafint/Tewodros,1789,1868,-1.205
059,Public-Minded Moderate,Ethiopia,Menelik/Imperial,1869,1935,-0.734
059,Public-Minded Moderate,Ethiopia,Italian Occupation/Haile Selassie,1936,1973,-0.618
059,Public-Minded Moderate,Ethiopia,Derg,1974,1991,-1.817
059,Public-Minded Moderate,Ethiopia,EPRDF,1991,2017,0.550
059,Public-Minded Moderate,Ethiopia,Abiy Ahmed,2018,2026,0.071
060,Hinge Citizen,United Kingdom,Stuart / Civil War / Commonwealth,1603,1688,0.096
060,Hinge Citizen,United Kingdom,Hanoverian / Glorious Revolution Settlement,1688,1788,0.639
060,Hinge Citizen,United Kingdom,Georgian Britain,1789,1819,1.293
060,Hinge Citizen,United Kingdom,Reform Era,1820,1848,1.936
060,Hinge Citizen,United Kingdom,Victorian Peak,1849,1874,1.956
060,Hinge Citizen,United Kingdom,Late Victorian/Edwardian,1875,1913,2.256
060,Hinge Citizen,United Kingdom,WWI & Lloyd George,1914,1922,0.951
060,Hinge Citizen,United Kingdom,Interwar,1923,1938,1.414
060,Hinge Citizen,United Kingdom,WWII Britain,1939,1945,-0.328
060,Hinge Citizen,United Kingdom,Attlee/Consensus,1946,1964,2.334
060,Hinge Citizen,United Kingdom,Wilson/Heath,1965,1978,1.667
060,Hinge Citizen,United Kingdom,Thatcher Era,1979,1990,0.261
060,Hinge Citizen,United Kingdom,New Labour/Blair,1991,2009,1.406
060,Hinge Citizen,United Kingdom,Austerity/Brexit,2010,2026,0.803
060,Hinge Citizen,France,Ancien Régime,1776,1788,0.431
060,Hinge Citizen,France,Ancien Regime remnant,1789,1791,-0.443
060,Hinge Citizen,France,French Revolution,1792,1799,-1.306
060,Hinge Citizen,France,Napoleonic Empire,1800,1814,1.118
060,Hinge Citizen,France,Restoration,1815,1829,0.491
060,Hinge Citizen,France,July Monarchy,1830,1847,1.539
060,Hinge Citizen,France,Second Republic,1848,1851,1.338
060,Hinge Citizen,France,Second Empire,1852,1870,1.539
060,Hinge Citizen,France,Third Republic Early,1871,1899,2.076
060,Hinge Citizen,France,Third Republic Late,1900,1939,2.147
060,Hinge Citizen,France,Vichy France,1940,1944,-1.661
060,Hinge Citizen,France,Provisional Government / Liberation,1945,1945,1.034
060,Hinge Citizen,France,Fourth Republic,1946,1957,1.450
060,Hinge Citizen,France,Fifth Republic Gaullist,1958,1980,2.104
060,Hinge Citizen,France,Fifth Republic Modern,1981,2026,1.956
060,Hinge Citizen,Germany/Prussia,Frederickian Prussia,1776,1788,1.154
060,Hinge Citizen,Germany/Prussia,Prussian Reform Era,1789,1814,0.638
060,Hinge Citizen,Germany/Prussia,German Confederation,1815,1847,1.006
060,Hinge Citizen,Germany/Prussia,1848 Revolution,1848,1849,1.073
060,Hinge Citizen,Germany/Prussia,Bismarck Era,1850,1890,1.154
060,Hinge Citizen,Germany/Prussia,Wilhelmine,1891,1913,0.951
060,Hinge Citizen,Germany/Prussia,WWI Germany,1914,1918,-1.306
060,Hinge Citizen,Germany/Prussia,Weimar Republic,1919,1932,1.004
060,Hinge Citizen,Germany/Prussia,Nazi Germany,1933,1945,-1.203
060,Hinge Citizen,Germany/Prussia,Occupied Germany,1945,1948,0.951
060,Hinge Citizen,Germany/Prussia,West Germany/Bonn Republic,1949,1989,1.342
060,Hinge Citizen,Germany/Prussia,East Germany/DDR,1949,1989,-0.248
060,Hinge Citizen,Germany/Prussia,Reunified Germany,1990,2026,1.278
060,Hinge Citizen,Russia/USSR,Tsarist Russia Late Catherine/Alexander I,1789,1825,-0.288
060,Hinge Citizen,Russia/USSR,Nicholas I,1826,1855,-0.443
060,Hinge Citizen,Russia/USSR,Great Reforms,1856,1881,1.539
060,Hinge Citizen,Russia/USSR,Reaction/Late Tsarist,1882,1904,-0.517
060,Hinge Citizen,Russia/USSR,Revolution Era,1905,1917,0.170
060,Hinge Citizen,Russia/USSR,Soviet Early/Lenin,1918,1928,-1.066
060,Hinge Citizen,Russia/USSR,Stalin,1929,1953,-1.122
060,Hinge Citizen,Russia/USSR,Khrushchev Thaw,1954,1964,0.844
060,Hinge Citizen,Russia/USSR,Brezhnev Stagnation,1965,1984,0.739
060,Hinge Citizen,Russia/USSR,Gorbachev/Collapse,1985,1991,0.656
060,Hinge Citizen,Russia/USSR,Yeltsin,1992,1999,-0.166
060,Hinge Citizen,Russia/USSR,Putin Era,2000,2026,-0.659
060,Hinge Citizen,Spain,Bourbon Reform Spain (Carlos III),1776,1788,0.693
060,Hinge Citizen,Spain,Bourbon Spain/Napoleonic,1789,1813,-0.367
060,Hinge Citizen,Spain,Liberal-Absolutist struggle,1814,1833,-0.367
060,Hinge Citizen,Spain,Isabella/Moderate Monarchy,1834,1868,1.565
060,Hinge Citizen,Spain,Sexenio/Restoration,1869,1897,1.799
060,Hinge Citizen,Spain,Crisis/Primo,1898,1930,0.305
060,Hinge Citizen,Spain,Second Republic,1931,1936,1.177
060,Hinge Citizen,Spain,Civil War/Franco,1936,1959,-1.150
060,Hinge Citizen,Spain,Late Franco,1960,1975,0.491
060,Hinge Citizen,Spain,Transition,1976,1982,1.603
060,Hinge Citizen,Spain,PSOE/PP Democracy,1983,2007,1.812
060,Hinge Citizen,Spain,Crisis Spain,2008,2026,1.603
060,Hinge Citizen,Italy,Italian States/Napoleonic,1789,1814,0.951
060,Hinge Citizen,Italy,Restoration/Risorgimento,1815,1860,1.733
060,Hinge Citizen,Italy,Liberal Italy,1861,1913,1.667
060,Hinge Citizen,Italy,WWI Italy/Crisis,1914,1921,-0.405
060,Hinge Citizen,Italy,Fascist Italy,1922,1943,-0.793
060,Hinge Citizen,Italy,Post-war Republic,1946,1968,1.667
060,Hinge Citizen,Italy,Years of Lead,1969,1983,1.073
060,Hinge Citizen,Italy,Craxi/First Republic End,1984,1993,1.118
060,Hinge Citizen,Italy,Second Republic,1994,2012,1.867
060,Hinge Citizen,Italy,Populist Italy,2013,2026,0.844
060,Hinge Citizen,Austria/Austria-Hungary,Josephine Habsburg Monarchy,1776,1788,1.471
060,Hinge Citizen,Austria/Austria-Hungary,Habsburg Enlightened Absolutism,1789,1814,1.667
060,Hinge Citizen,Austria/Austria-Hungary,Metternich System,1815,1847,0.305
060,Hinge Citizen,Austria/Austria-Hungary,1848/Neo-Absolutism,1848,1866,0.539
060,Hinge Citizen,Austria/Austria-Hungary,Austria-Hungary Dual Monarchy,1867,1913,1.539
060,Hinge Citizen,Austria/Austria-Hungary,WWI/Collapse,1914,1918,-1.009
060,Hinge Citizen,Austria/Austria-Hungary,First Republic,1919,1933,1.177
060,Hinge Citizen,Austria/Austria-Hungary,Austrofascism/Anschluss,1934,1945,-1.661
060,Hinge Citizen,Austria/Austria-Hungary,Second Republic Consensus,1945,1986,1.471
060,Hinge Citizen,Austria/Austria-Hungary,Modern Austria,1987,2026,2.179
060,Hinge Citizen,Ottoman Empire/Turkey,Post-Küçük Kaynarca Ottoman Empire,1776,1788,0.860
060,Hinge Citizen,Ottoman Empire/Turkey,Late Ottoman,1789,1807,0.427
060,Hinge Citizen,Ottoman Empire/Turkey,Tanzimat,1808,1876,1.667
060,Hinge Citizen,Ottoman Empire/Turkey,Hamidian Era,1877,1907,0.113
060,Hinge Citizen,Ottoman Empire/Turkey,Young Turks/WWI,1908,1918,-1.150
060,Hinge Citizen,Ottoman Empire/Turkey,Kemalist Republic,1919,1937,0.897
060,Hinge Citizen,Ottoman Empire/Turkey,Multi-party Turkey,1938,1959,1.799
060,Hinge Citizen,Ottoman Empire/Turkey,Coup/Instability Era,1960,1979,0.386
060,Hinge Citizen,Ottoman Empire/Turkey,Ozal/Secular Republic,1980,2001,1.623
060,Hinge Citizen,Ottoman Empire/Turkey,Erdogan Era,2002,2026,0.235
060,Hinge Citizen,Poland,Late Polish-Lithuanian Commonwealth,1776,1788,1.406
060,Hinge Citizen,Poland,Partition Era,1789,1830,0.150
060,Hinge Citizen,Poland,November/January Uprisings,1831,1863,-0.405
060,Hinge Citizen,Poland,Organic Work/Positivism,1864,1913,2.076
060,Hinge Citizen,Poland,Second Republic,1918,1926,2.126
060,Hinge Citizen,Poland,Sanacja/Pilsudski,1926,1939,0.643
060,Hinge Citizen,Poland,WWII/Occupation,1939,1944,-1.621
060,Hinge Citizen,Poland,Stalinist Poland,1945,1956,-0.248
060,Hinge Citizen,Poland,Gomulka/Gierek,1957,1980,0.638
060,Hinge Citizen,Poland,Solidarity/Transition,1981,1997,1.006
060,Hinge Citizen,Poland,PiS Poland,1998,2026,1.956
060,Hinge Citizen,Netherlands,Dutch Republic in Crisis,1776,1788,1.278
060,Hinge Citizen,Netherlands,Batavian/French Period,1789,1813,1.667
060,Hinge Citizen,Netherlands,United Kingdom of Netherlands,1814,1830,2.220
060,Hinge Citizen,Netherlands,Liberal Era,1831,1887,1.884
060,Hinge Citizen,Netherlands,Pillarization,1888,1939,1.956
060,Hinge Citizen,Netherlands,WWII Occupation,1940,1945,-1.621
060,Hinge Citizen,Netherlands,Reconstruction/Consensus,1946,1965,1.342
060,Hinge Citizen,Netherlands,Cultural Revolution/Progressive,1966,2001,0.639
060,Hinge Citizen,Netherlands,Populist Turn,2002,2026,1.476
060,Hinge Citizen,Sweden,Gustavian Sweden,1776,1788,1.605
060,Hinge Citizen,Sweden,Gustavian/Bernadotte Early,1789,1865,1.936
060,Hinge Citizen,Sweden,Liberal Reform Era,1866,1913,2.334
060,Hinge Citizen,Sweden,Social Democratic Rise,1914,1945,2.334
060,Hinge Citizen,Sweden,Folkhem Peak,1946,1975,-0.166
060,Hinge Citizen,Sweden,Neoliberal Turn,1976,2005,1.278
060,Hinge Citizen,Sweden,Immigration Debate,2006,2026,2.005
060,Hinge Citizen,Portugal,Late Pombaline / Maria I Portugal,1776,1788,0.917
060,Hinge Citizen,Portugal,Late Monarchy,1789,1807,1.118
060,Hinge Citizen,Portugal,Brazilian Exile/Liberalism,1808,1833,0.922
060,Hinge Citizen,Portugal,Constitutional Monarchy,1834,1909,1.936
060,Hinge Citizen,Portugal,First Republic,1910,1925,1.087
060,Hinge Citizen,Portugal,Estado Novo/Salazar,1926,1968,-0.207
060,Hinge Citizen,Portugal,Caetano/Revolution,1969,1976,-0.288
060,Hinge Citizen,Portugal,Democratic Consolidation,1977,2007,2.413
060,Hinge Citizen,Portugal,Austerity Portugal,2008,2026,1.799
060,Hinge Citizen,Greece,Ottoman Rule/Independence,1789,1832,0.227
060,Hinge Citizen,Greece,Othonian/Early Kingdom,1833,1862,1.565
060,Hinge Citizen,Greece,Trikoupis/Deliyannis,1863,1909,1.799
060,Hinge Citizen,Greece,Venizelos/National Schism,1910,1935,0.729
060,Hinge Citizen,Greece,Metaxas/WWII/Civil War,1936,1949,-1.494
060,Hinge Citizen,Greece,Cold War Greece,1950,1966,1.062
060,Hinge Citizen,Greece,Junta,1967,1974,-1.150
060,Hinge Citizen,Greece,Metapolitefsi,1975,2008,2.600
060,Hinge Citizen,Greece,Crisis Greece,2009,2026,0.427
060,Hinge Citizen,Belgium,Revolution/Independence,1830,1847,2.220
060,Hinge Citizen,Belgium,Liberal/Catholic Rivalry,1848,1913,2.076
060,Hinge Citizen,Belgium,WWI/Interwar,1914,1939,1.683
060,Hinge Citizen,Belgium,WWII/Reconstruction,1940,1957,1.744
060,Hinge Citizen,Belgium,Linguistic Federalization,1958,1992,1.353
060,Hinge Citizen,Belgium,Federal Belgium,1993,2010,1.062
060,Hinge Citizen,Belgium,Modern Belgium,2011,2026,1.867
060,Hinge Citizen,Switzerland,Old Swiss Confederacy,1776,1788,2.104
060,Hinge Citizen,Switzerland,Helvetic/Mediation,1789,1847,1.539
060,Hinge Citizen,Switzerland,Federal State,1848,1913,1.605
060,Hinge Citizen,Switzerland,Interwar/WWII,1914,1945,1.673
060,Hinge Citizen,Switzerland,Magic Formula Era,1946,1990,0.748
060,Hinge Citizen,Switzerland,SVP Rise,1991,2010,1.673
060,Hinge Citizen,Switzerland,Modern Switzerland,2011,2026,1.605
060,Hinge Citizen,Romania,Phanariot/Early Principalities,1789,1829,-0.124
060,Hinge Citizen,Romania,Organic Statutes/Union,1830,1866,1.414
060,Hinge Citizen,Romania,Romanian Kingdom,1867,1913,0.951
060,Hinge Citizen,Romania,Greater Romania,1914,1937,1.565
060,Hinge Citizen,Romania,Royal Dictatorship/WWII,1938,1944,-1.661
060,Hinge Citizen,Romania,Communist Romania,1945,1964,-0.248
060,Hinge Citizen,Romania,Ceausescu,1965,1989,-0.793
060,Hinge Citizen,Romania,Post-Communist Romania,1990,2026,1.742
060,Hinge Citizen,Hungary,Habsburg Hungary under Joseph II,1776,1788,1.673
060,Hinge Citizen,Hungary,Habsburg Hungary,1789,1847,1.799
060,Hinge Citizen,Hungary,1848/Compromise,1848,1867,1.176
060,Hinge Citizen,Hungary,Dual Monarchy,1868,1918,1.414
060,Hinge Citizen,Hungary,Horthy Era,1920,1944,-0.857
060,Hinge Citizen,Hungary,Stalinist Hungary,1945,1956,-0.248
060,Hinge Citizen,Hungary,Kadar Era,1957,1989,1.603
060,Hinge Citizen,Hungary,Post-Communist/Liberal,1990,2009,2.076
060,Hinge Citizen,Hungary,Orban's Hungary,2010,2026,-0.659
060,Hinge Citizen,Czech/Czechoslovakia,Habsburg Bohemia,1789,1867,1.799
060,Hinge Citizen,Czech/Czechoslovakia,Austria-Hungary/Czech Politics,1868,1918,2.294
060,Hinge Citizen,Czech/Czechoslovakia,First Republic,1918,1938,2.256
060,Hinge Citizen,Czech/Czechoslovakia,Munich/Protectorate,1938,1945,-1.621
060,Hinge Citizen,Czech/Czechoslovakia,Communist Czechoslovakia,1948,1967,-0.248
060,Hinge Citizen,Czech/Czechoslovakia,Prague Spring/Normalization,1968,1989,0.397
060,Hinge Citizen,Czech/Czechoslovakia,Velvet Transition / Federal Republic,1990,1992,1.673
060,Hinge Citizen,Czech/Czechoslovakia,Czech Republic,1993,2026,2.493
060,Hinge Citizen,USA,Federalist Era,1789,1800,1.603
060,Hinge Citizen,USA,Jeffersonian,1801,1823,2.445
060,Hinge Citizen,USA,Jacksonian Democracy,1824,1849,1.293
060,Hinge Citizen,USA,Sectional Crisis,1850,1860,0.150
060,Hinge Citizen,USA,Civil War/Reconstruction,1861,1876,0.085
060,Hinge Citizen,USA,Gilded Age,1877,1895,1.062
060,Hinge Citizen,USA,Progressive Era,1896,1919,1.867
060,Hinge Citizen,USA,Roaring Twenties/Normalcy,1920,1932,1.539
060,Hinge Citizen,USA,New Deal/WWII,1933,1952,1.603
060,Hinge Citizen,USA,Cold War Consensus,1953,1968,1.733
060,Hinge Citizen,USA,Crisis/Realignment,1969,1980,1.006
060,Hinge Citizen,USA,Reagan-Clinton,1981,2007,2.294
060,Hinge Citizen,USA,Polarization Era,2008,2026,0.511
060,Hinge Citizen,Mexico,Bourbon Viceroyalty of New Spain,1776,1788,0.748
060,Hinge Citizen,Mexico,Late Colonial/Independence,1789,1821,0.173
060,Hinge Citizen,Mexico,First Empire/Early Republic,1822,1854,0.170
060,Hinge Citizen,Mexico,La Reforma,1855,1876,0.554
060,Hinge Citizen,Mexico,Porfiriato,1877,1910,0.351
060,Hinge Citizen,Mexico,Revolution,1911,1920,-0.857
060,Hinge Citizen,Mexico,Revolutionary State,1921,1940,1.603
060,Hinge Citizen,Mexico,PRI Hegemony/Miracle,1941,1968,1.667
060,Hinge Citizen,Mexico,PRI Crisis,1969,1988,0.444
060,Hinge Citizen,Mexico,Democratization,1989,2012,1.744
060,Hinge Citizen,Mexico,AMLO/Morena,2013,2026,0.688
060,Hinge Citizen,Brazil,Late Pombaline Brazil,1776,1788,0.748
060,Hinge Citizen,Brazil,Colonial/Portuguese Court,1789,1821,0.216
060,Hinge Citizen,Brazil,Empire,1822,1889,1.539
060,Hinge Citizen,Brazil,Old Republic,1889,1930,0.739
060,Hinge Citizen,Brazil,Vargas Era,1930,1945,0.638
060,Hinge Citizen,Brazil,Democratic Experiment,1946,1963,2.294
060,Hinge Citizen,Brazil,Military Dictatorship,1964,1984,-0.166
060,Hinge Citizen,Brazil,Redemocratization,1985,2002,1.683
060,Hinge Citizen,Brazil,Lula/PT Era,2003,2015,1.936
060,Hinge Citizen,Brazil,Bolsonaro/Crisis,2016,2026,-0.517
060,Hinge Citizen,Argentina,Viceroyalty of Río de la Plata,1776,1788,1.812
060,Hinge Citizen,Argentina,Independence/Rivadavia,1810,1829,1.733
060,Hinge Citizen,Argentina,Rosas,1830,1852,-0.979
060,Hinge Citizen,Argentina,Liberal Republic,1853,1915,2.179
060,Hinge Citizen,Argentina,Radical/Conservative,1916,1942,1.867
060,Hinge Citizen,Argentina,Peronist Era,1943,1955,0.951
060,Hinge Citizen,Argentina,Instability/Coups,1956,1972,-0.081
060,Hinge Citizen,Argentina,Dirty War,1973,1983,-1.661
060,Hinge Citizen,Argentina,Democratic Restoration,1984,2001,1.565
060,Hinge Citizen,Argentina,Kirchnerismo/Crisis,2002,2026,0.860
060,Hinge Citizen,Canada,British North America (Quebec Act era),1776,1788,1.956
060,Hinge Citizen,Canada,British North America,1789,1866,2.076
060,Hinge Citizen,Canada,Confederation/Macdonald,1867,1895,1.799
060,Hinge Citizen,Canada,Laurier/Early 20th,1896,1929,2.334
060,Hinge Citizen,Canada,Depression/War/Postwar,1930,1956,2.147
060,Hinge Citizen,Canada,Quiet Revolution/Trudeau Sr.,1957,1983,0.803
060,Hinge Citizen,Canada,Mulroney/Chretien,1984,2005,1.406
060,Hinge Citizen,Canada,Modern Canada,2006,2026,1.673
060,Hinge Citizen,Colombia,Viceroyalty of New Granada,1776,1788,0.860
060,Hinge Citizen,Colombia,Gran Colombia/Independence,1810,1830,1.234
060,Hinge Citizen,Colombia,Conservative Hegemony,1831,1885,0.345
060,Hinge Citizen,Colombia,Regeneration/Thousand Days,1886,1929,0.345
060,Hinge Citizen,Colombia,Liberal Republic/La Violencia,1930,1957,-0.624
060,Hinge Citizen,Colombia,National Front,1958,1973,1.414
060,Hinge Citizen,Colombia,Drug War/Constitution,1974,2002,0.780
060,Hinge Citizen,Colombia,Uribe/Santos/Peace,2003,2026,2.334
060,Hinge Citizen,Chile,Independence/O'Higgins,1810,1830,1.353
060,Hinge Citizen,Chile,Conservative Republic,1831,1860,0.860
060,Hinge Citizen,Chile,Liberal Republic,1861,1924,1.733
060,Hinge Citizen,Chile,Social Question,1925,1958,2.147
060,Hinge Citizen,Chile,Christian Democracy/Left,1959,1972,0.733
060,Hinge Citizen,Chile,Pinochet,1973,1989,-1.449
060,Hinge Citizen,Chile,Concertacion,1990,2009,1.812
060,Hinge Citizen,Chile,Estallido/Boric,2010,2026,1.125
060,Hinge Citizen,Cuba,Spanish Colony,1789,1897,-1.203
060,Hinge Citizen,Cuba,US Intervention/Platt,1898,1932,0.638
060,Hinge Citizen,Cuba,Batista/Republic,1933,1958,0.227
060,Hinge Citizen,Cuba,Revolutionary Cuba,1959,1975,-0.760
060,Hinge Citizen,Cuba,Late Castro/Special Period,1976,2006,0.345
060,Hinge Citizen,Cuba,Post-Castro,2007,2026,0.598
060,Hinge Citizen,Peru,Viceroyalty of Peru after Túpac Amaru II,1776,1788,0.235
060,Hinge Citizen,Peru,Colonial/Independence,1789,1824,-0.919
060,Hinge Citizen,Peru,Caudillo Era,1825,1878,0.227
060,Hinge Citizen,Peru,Aristocratic Republic,1879,1919,1.062
060,Hinge Citizen,Peru,Leguia/APRA,1920,1967,1.230
060,Hinge Citizen,Peru,Velasco/Military,1968,1979,0.491
060,Hinge Citizen,Peru,Democracy/Fujimori,1980,2000,-0.038
060,Hinge Citizen,Peru,Post-Fujimori,2001,2026,1.177
060,Hinge Citizen,Venezuela,Captaincy General of Venezuela,1776,1788,0.748
060,Hinge Citizen,Venezuela,Independence/Gran Colombia,1810,1830,0.897
